player_id,player_name,team_id,position
1001,Cooper Walker,1,Midfielder
1002,Aiden Walker,1,Defender
1003,Mason Taylor,1,Forward
1004,Mason Kelly,1,Midfielder
1005,Mason Wilson,1,Forward
1006,Jacob Scott,1,Forward
1007,Samuel Green,1,Midfielder
1008,Ethan Allen,1,Defender
1009,Ethan Clark,1,Forward
1010,Lucas Green,1,Ruck
1011,Aiden Taylor,1,Midfielder
1012,Jacob Hall,1,Midfielder
1013,Thomas Taylor,1,Midfielder
1014,Logan White,1,Defender
1015,Jack King,1,Defender
1016,Cooper Anderson,1,Midfielder
1017,Ryan Kelly,1,Forward
1018,Lucas Young,1,Ruck
1019,Oliver Ryan,1,Forward
1020,Noah Smith,1,Midfielder
1021,Oliver Brown,1,Midfielder
1022,Logan Wilson,1,Defender
1023,Thomas Walker,1,Defender
1024,Liam Walker,1,Forward
1025,Liam Walker,1,Midfielder
1026,Charlie Thompson,1,Midfielder
1027,Oliver Smith,1,Forward
1028,Noah Brown,1,Forward
1029,Mason Taylor,1,Midfielder
1030,Logan Walker,1,Forward
1031,Liam Kelly,1,Forward
1032,Thomas Hall,1,Midfielder
1033,Jack Ryan,1,Defender
1034,Jacob Hall,1,Defender
1035,James Martin,1,Forward
1036,Aiden Thompson,1,Ruck
1037,Charlie Taylor,1,Defender
1038,Samuel Ryan,1,Midfielder
1039,Logan White,1,Defender
1040,William Kelly,1,Ruck
1041,Charlie Wilson,2,Forward
1042,Lucas Thompson,2,Midfielder
1043,Jacob Kelly,2,Forward
1044,Liam Allen,2,Midfielder
1045,Oscar Taylor,2,Midfielder
1046,James Thompson,2,Forward
1047,William Murphy,2,Defender
1048,Ethan Clark,2,Forward
1049,Liam Murphy,2,Defender
1050,Oliver White,2,Ruck
1051,James Hall,2,Forward
1052,Ethan Thompson,2,Midfielder
1053,James Brown,2,Midfielder
1054,Logan Hall,2,Forward
1055,Cooper Scott,2,Midfielder
1056,Mason Walsh,2,Ruck
1057,Oliver Taylor,2,Forward
1058,Mason Allen,2,Defender
1059,Liam Martin,2,Forward
1060,Aiden Scott,2,Midfielder
1061,Samuel Allen,2,Ruck
1062,Jack King,2,Defender
1063,William Murphy,2,Forward
1064,William Brown,2,Midfielder
1065,Jack White,2,Forward
1066,Jacob Smith,2,Midfielder
1067,Lucas Brown,2,Defender
1068,Mason Ryan,2,Forward
1069,Noah Scott,2,Defender
1070,Charlie Walker,2,Ruck
1071,Lucas Thompson,2,Midfielder
1072,Aiden Walsh,2,Defender
1073,Liam Ryan,2,Defender
1074,Jack Ryan,2,Defender
1075,Liam Clark,2,Midfielder
1076,Oliver King,2,Midfielder
1077,Henry Hall,2,Midfielder
1078,Mason Green,2,Defender
1079,Liam Thompson,2,Midfielder
1080,Noah Brown,2,Forward
1081,William Young,3,Midfielder
1082,Mason Murphy,3,Ruck
1083,James Kelly,3,Forward
1084,Logan Clark,3,Defender
1085,Ryan Thompson,3,Defender
1086,Logan Smith,3,Midfielder
1087,Samuel Hall,3,Forward
1088,Samuel White,3,Midfielder
1089,Aiden Hall,3,Forward
1090,Cooper White,3,Defender
1091,Liam Clark,3,Midfielder
1092,Ethan Thompson,3,Forward
1093,Jack Hall,3,Forward
1094,Samuel Murphy,3,Midfielder
1095,Cooper Clark,3,Midfielder
1096,Jacob Scott,3,Midfielder
1097,Oliver Walker,3,Defender
1098,Noah Thompson,3,Forward
1099,Henry Scott,3,Ruck
1100,Mason Green,3,Forward
1101,William Taylor,3,Forward
1102,Noah Anderson,3,Defender
1103,William Allen,3,Defender
1104,Cooper Thompson,3,Midfielder
1105,Finn Clark,3,Defender
1106,Logan Walsh,3,Midfielder
1107,Oscar Brown,3,Forward
1108,Jacob Scott,3,Ruck
1109,Oliver Anderson,3,Midfielder
1110,Thomas Walker,3,Ruck
1111,Aiden Scott,3,Forward
1112,Ryan Walker,3,Defender
1113,Aiden Allen,3,Midfielder
1114,Oscar Walker,3,Defender
1115,Jack Walsh,3,Midfielder
1116,William Green,3,Forward
1117,Mason Young,3,Midfielder
1118,Liam Walsh,3,Midfielder
1119,Henry Allen,3,Defender
1120,Jack Murphy,3,Forward
1121,Lucas King,4,Midfielder
1122,Thomas White,4,Forward
1123,Samuel Green,4,Midfielder
1124,William White,4,Defender
1125,Henry Anderson,4,Forward
1126,Ethan Walker,4,Ruck
1127,Aiden Scott,4,Defender
1128,Oscar Thompson,4,Forward
1129,Logan Anderson,4,Midfielder
1130,Mason Taylor,4,Midfielder
1131,Samuel Green,4,Forward
1132,Oliver Taylor,4,Midfielder
1133,Finn Clark,4,Defender
1134,Ethan Kelly,4,Defender
1135,James Taylor,4,Midfielder
1136,James Scott,4,Forward
1137,Ethan Smith,4,Forward
1138,Thomas Murphy,4,Midfielder
1139,Ryan Allen,4,Ruck
1140,Liam Smith,4,Ruck
1141,William Thompson,4,Midfielder
1142,Ethan Anderson,4,Defender
1143,Noah Scott,4,Forward
1144,Mason Wilson,4,Defender
1145,Henry Ryan,4,Midfielder
1146,Liam Scott,4,Defender
1147,Henry Thompson,4,Defender
1148,William Kelly,4,Forward
1149,Ethan Walker,4,Forward
1150,Lucas Green,4,Midfielder
1151,Liam Walker,4,Defender
1152,Ethan Hall,4,Midfielder
1153,Noah Anderson,4,Midfielder
1154,Jack Clark,4,Forward
1155,Cooper White,4,Forward
1156,Ryan Scott,4,Midfielder
1157,Oliver Young,4,Midfielder
1158,Henry Thompson,4,Defender
1159,Henry Martin,4,Ruck
1160,Noah Martin,4,Forward
1161,Oliver Anderson,5,Forward
1162,Charlie Anderson,5,Midfielder
1163,Oscar Anderson,5,Defender
1164,Ryan Martin,5,Ruck
1165,Henry Thompson,5,Midfielder
1166,Aiden Murphy,5,Defender
1167,Jack Anderson,5,Forward
1168,William Allen,5,Forward
1169,Thomas King,5,Ruck
1170,Samuel Scott,5,Forward
1171,James Clark,5,Forward
1172,Lucas Smith,5,Midfielder
1173,Ryan Smith,5,Midfielder
1174,Henry King,5,Midfielder
1175,Oliver Smith,5,Forward
1176,Henry Walker,5,Midfielder
1177,Ethan Anderson,5,Forward
1178,Logan Young,5,Forward
1179,Noah Clark,5,Defender
1180,Jacob Murphy,5,Midfielder
1181,Jacob Kelly,5,Midfielder
1182,William Walker,5,Ruck
1183,Aiden Hall,5,Defender
1184,Jack Brown,5,Defender
1185,Finn Thompson,5,Forward
1186,Henry Green,5,Defender
1187,Thomas Walsh,5,Midfielder
1188,Noah Young,5,Midfielder
1189,Lucas Walsh,5,Forward
1190,Liam King,5,Defender
1191,James Thompson,5,Forward
1192,Oscar Martin,5,Ruck
1193,Aiden Scott,5,Defender
1194,Ethan King,5,Forward
1195,Oscar Smith,5,Midfielder
1196,Aiden Young,5,Defender
1197,William Martin,5,Defender
1198,Liam Taylor,5,Midfielder
1199,Lucas Hall,5,Midfielder
1200,Ryan White,5,Midfielder
1201,Thomas Kelly,6,Ruck
1202,William Walsh,6,Forward
1203,Henry Wilson,6,Forward
1204,Cooper Wilson,6,Forward
1205,Oscar Wilson,6,Midfielder
1206,Oscar Smith,6,Midfielder
1207,Liam Walsh,6,Midfielder
1208,Samuel Taylor,6,Midfielder
1209,Liam Wilson,6,Midfielder
1210,James Brown,6,Forward
1211,Samuel Young,6,Ruck
1212,Thomas Hall,6,Forward
1213,Thomas Taylor,6,Defender
1214,Jacob Murphy,6,Ruck
1215,Thomas King,6,Ruck
1216,Mason Scott,6,Defender
1217,James Brown,6,Midfielder
1218,James King,6,Defender
1219,Lucas Green,6,Defender
1220,Thomas Walker,6,Midfielder
1221,Mason Brown,6,Forward
1222,Samuel Taylor,6,Midfielder
1223,Charlie Walsh,6,Midfielder
1224,Jacob Taylor,6,Midfielder
1225,Noah Allen,6,Midfielder
1226,Ryan Hall,6,Forward
1227,Thomas Ryan,6,Defender
1228,Logan Walker,6,Defender
1229,Ryan Anderson,6,Forward
1230,Lucas Taylor,6,Midfielder
1231,William Green,6,Forward
1232,Henry Thompson,6,Midfielder
1233,Charlie Ryan,6,Forward
1234,Lucas Murphy,6,Defender
1235,Liam Scott,6,Defender
1236,Jacob Green,6,Defender
1237,Logan Thompson,6,Defender
1238,Oliver King,6,Forward
1239,William White,6,Midfielder
1240,Jacob Martin,6,Forward
1241,Jack Walker,7,Forward
1242,Henry Kelly,7,Midfielder
1243,Ethan Walker,7,Forward
1244,Liam Walsh,7,Ruck
1245,Liam Wilson,7,Forward
1246,Oscar Green,7,Ruck
1247,Finn Taylor,7,Forward
1248,Lucas Ryan,7,Midfielder
1249,Jacob Allen,7,Midfielder
1250,Charlie Hall,7,Forward
1251,Charlie Smith,7,Defender
1252,Liam Murphy,7,Defender
1253,Jack White,7,Midfielder
1254,Charlie Green,7,Forward
1255,Thomas Taylor,7,Midfielder
1256,James Walker,7,Midfielder
1257,Liam Green,7,Forward
1258,Lucas Hall,7,Defender
1259,Logan Brown,7,Midfielder
1260,Cooper Taylor,7,Forward
1261,Noah Walker,7,Defender
1262,Thomas Taylor,7,Defender
1263,Jack King,7,Defender
1264,Ryan Smith,7,Ruck
1265,Oscar Thompson,7,Midfielder
1266,Thomas Kelly,7,Midfielder
1267,Noah Martin,7,Defender
1268,Aiden Wilson,7,Defender
1269,Liam White,7,Ruck
1270,Thomas Thompson,7,Midfielder
1271,Thomas Hall,7,Forward
1272,Logan Smith,7,Defender
1273,Ryan Wilson,7,Midfielder
1274,Lucas Clark,7,Forward
1275,Ethan Kelly,7,Defender
1276,Ethan Hall,7,Midfielder
1277,James Thompson,7,Midfielder
1278,William Martin,7,Midfielder
1279,Charlie Walker,7,Forward
1280,Oscar Martin,7,Forward
1281,Mason Walker,8,Midfielder
1282,Samuel Hall,8,Forward
1283,Charlie Thompson,8,Ruck
1284,Liam White,8,Forward
1285,Finn White,8,Midfielder
1286,Cooper Brown,8,Midfielder
1287,Aiden Martin,8,Ruck
1288,Charlie Hall,8,Midfielder
1289,Jacob Allen,8,Ruck
1290,Oliver Wilson,8,Defender
1291,Ryan King,8,Ruck
1292,Ethan Brown,8,Defender
1293,Henry Ryan,8,Defender
1294,Aiden Wilson,8,Midfielder
1295,Aiden Ryan,8,Forward
1296,Cooper Kelly,8,Forward
1297,Charlie Walsh,8,Forward
1298,Ethan Taylor,8,Defender
1299,Cooper Smith,8,Midfielder
1300,Mason Hall,8,Midfielder
1301,Samuel Scott,8,Forward
1302,Jack White,8,Midfielder
1303,Oliver Ryan,8,Midfielder
1304,Oscar King,8,Midfielder
1305,Noah Walsh,8,Forward
1306,Jacob Young,8,Defender
1307,Jack Wilson,8,Forward
1308,Jacob Scott,8,Midfielder
1309,Henry Allen,8,Defender
1310,James Allen,8,Defender
1311,Oliver Murphy,8,Forward
1312,Charlie Smith,8,Forward
1313,Mason Walsh,8,Defender
1314,Liam Kelly,8,Midfielder
1315,James Walsh,8,Defender
1316,Thomas Young,8,Forward
1317,Finn Thompson,8,Midfielder
1318,James Wilson,8,Forward
1319,Jack King,8,Defender
1320,Oliver Smith,8,Midfielder
1321,William Ryan,9,Midfielder
1322,Logan King,9,Forward
1323,Oliver Brown,9,Forward
1324,Thomas Kelly,9,Forward
1325,Samuel Smith,9,Defender
1326,James Walker,9,Forward
1327,Charlie Murphy,9,Midfielder
1328,Henry Brown,9,Ruck
1329,Liam Murphy,9,Midfielder
1330,James Hall,9,Forward
1331,William Wilson,9,Forward
1332,Liam Scott,9,Midfielder
1333,Samuel Allen,9,Forward
1334,Finn Hall,9,Ruck
1335,Samuel Walsh,9,Defender
1336,Lucas Walsh,9,Midfielder
1337,Mason Walker,9,Midfielder
1338,Henry Young,9,Midfielder
1339,Mason Taylor,9,Midfielder
1340,Henry Scott,9,Defender
1341,Jack King,9,Midfielder
1342,Thomas Thompson,9,Midfielder
1343,Jacob Martin,9,Midfielder
1344,William Smith,9,Forward
1345,Finn Martin,9,Forward
1346,Logan Green,9,Midfielder
1347,Cooper Clark,9,Ruck
1348,Mason Martin,9,Forward
1349,Finn Anderson,9,Midfielder
1350,Lucas Kelly,9,Forward
1351,Aiden Kelly,9,Defender
1352,Jack Murphy,9,Defender
1353,Ryan Smith,9,Forward
1354,Thomas Martin,9,Defender
1355,Charlie White,9,Midfielder
1356,Samuel Brown,9,Ruck
1357,Charlie Wilson,9,Defender
1358,Charlie Martin,9,Defender
1359,Logan Scott,9,Defender
1360,Jack King,9,Defender
1361,Logan Brown,10,Defender
1362,Thomas Taylor,10,Defender
1363,Lucas Clark,10,Forward
1364,Henry Brown,10,Ruck
1365,Jacob Thompson,10,Midfielder
1366,Samuel Martin,10,Defender
1367,Mason Ryan,10,Ruck
1368,William Clark,10,Forward
1369,Oliver Allen,10,Midfielder
1370,Jacob Brown,10,Defender
1371,Finn Anderson,10,Forward
1372,Noah Allen,10,Forward
1373,Liam Scott,10,Forward
1374,Ryan Thompson,10,Midfielder
1375,Finn Murphy,10,Midfielder
1376,James Smith,10,Midfielder
1377,Charlie Murphy,10,Forward
1378,Charlie Allen,10,Midfielder
1379,Logan Brown,10,Defender
1380,Henry Young,10,Ruck
1381,Liam Brown,10,Midfielder
1382,Ryan Kelly,10,Forward
1383,Finn Brown,10,Forward
1384,Mason Young,10,Forward
1385,Jacob Taylor,10,Defender
1386,Ethan Smith,10,Forward
1387,Cooper King,10,Midfielder
1388,Oliver Allen,10,Forward
1389,Logan Brown,10,Midfielder
1390,Charlie Taylor,10,Forward
1391,James Wilson,10,Defender
1392,Liam Hall,10,Midfielder
1393,Ethan Kelly,10,Ruck
1394,Lucas Walker,10,Midfielder
1395,Oscar King,10,Defender
1396,Mason Brown,10,Defender
1397,Henry Scott,10,Defender
1398,Logan Walsh,10,Midfielder
1399,Henry Wilson,10,Midfielder
1400,Finn Green,10,Midfielder
1401,Ryan Smith,11,Midfielder
1402,Liam Young,11,Ruck
1403,Cooper Murphy,11,Defender
1404,Logan Murphy,11,Forward
1405,Logan Hall,11,Defender
1406,Aiden Walsh,11,Defender
1407,Cooper Smith,11,Ruck
1408,Jack Green,11,Defender
1409,Henry Thompson,11,Midfielder
1410,Finn Scott,11,Midfielder
1411,Thomas Martin,11,Forward
1412,Charlie Clark,11,Midfielder
1413,Lucas Walsh,11,Forward
1414,Liam Walsh,11,Defender
1415,Henry Anderson,11,Midfielder
1416,Samuel Ryan,11,Forward
1417,Samuel Young,11,Midfielder
1418,Jacob King,11,Ruck
1419,Ethan Thompson,11,Forward
1420,Ethan Walsh,11,Forward
1421,Jack White,11,Forward
1422,Liam Green,11,Midfielder
1423,Oscar Martin,11,Forward
1424,James Anderson,11,Midfielder
1425,Logan Clark,11,Defender
1426,Oscar Allen,11,Midfielder
1427,William Walker,11,Midfielder
1428,Thomas Anderson,11,Forward
1429,Cooper Ryan,11,Forward
1430,William Scott,11,Defender
1431,Henry Young,11,Midfielder
1432,James Thompson,11,Midfielder
1433,James Brown,11,Midfielder
1434,James Taylor,11,Defender
1435,Finn Martin,11,Ruck
1436,Ryan Walsh,11,Midfielder
1437,Noah Thompson,11,Defender
1438,William Smith,11,Defender
1439,Finn Anderson,11,Forward
1440,Samuel Smith,11,Forward
1441,Ethan Murphy,12,Midfielder
1442,Henry Thompson,12,Ruck
1443,Jacob White,12,Defender
1444,Oscar Thompson,12,Defender
1445,Liam Scott,12,Defender
1446,Lucas Young,12,Defender
1447,Finn Martin,12,Forward
1448,Thomas Wilson,12,Defender
1449,Oscar Ryan,12,Forward
1450,Henry Thompson,12,Ruck
1451,Noah Martin,12,Forward
1452,Lucas Taylor,12,Midfielder
1453,Henry White,12,Forward
1454,William Scott,12,Midfielder
1455,Noah Hall,12,Forward
1456,Lucas Young,12,Forward
1457,Samuel Ryan,12,Forward
1458,Cooper Clark,12,Midfielder
1459,William Allen,12,Forward
1460,Finn Kelly,12,Midfielder
1461,William Brown,12,Midfielder
1462,James White,12,Midfielder
1463,James Taylor,12,Forward
1464,James Walker,12,Ruck
1465,Thomas Brown,12,Defender
1466,Cooper Martin,12,Defender
1467,Logan White,12,Midfielder
1468,Mason Martin,12,Defender
1469,Thomas King,12,Midfielder
1470,Finn King,12,Forward
1471,Liam Ryan,12,Forward
1472,Finn Young,12,Midfielder
1473,Ethan Smith,12,Defender
1474,Ethan Kelly,12,Midfielder
1475,Samuel Taylor,12,Defender
1476,James Thompson,12,Midfielder
1477,Jack Clark,12,Forward
1478,Aiden Brown,12,Midfielder
1479,Ethan Clark,12,Ruck
1480,Noah Young,12,Midfielder
1481,Thomas Brown,13,Forward
1482,Henry Clark,13,Midfielder
1483,Thomas Clark,13,Midfielder
1484,Liam Anderson,13,Midfielder
1485,Ethan Anderson,13,Ruck
1486,Aiden Murphy,13,Midfielder
1487,Logan White,13,Midfielder
1488,Oliver Walsh,13,Midfielder
1489,James Scott,13,Forward
1490,Henry Wilson,13,Midfielder
1491,Henry Smith,13,Midfielder
1492,Noah Walsh,13,Forward
1493,Thomas Walker,13,Midfielder
1494,Ethan Martin,13,Forward
1495,Jacob Wilson,13,Forward
1496,Henry Kelly,13,Defender
1497,Noah Hall,13,Forward
1498,Jack Brown,13,Midfielder
1499,Thomas Taylor,13,Defender
1500,Aiden Kelly,13,Defender
1501,William Kelly,13,Defender
1502,James Clark,13,Forward
1503,Liam Anderson,13,Forward
1504,Ryan Smith,13,Defender
1505,Ryan White,13,Ruck
1506,Ryan Clark,13,Ruck
1507,Ethan Green,13,Forward
1508,Thomas Murphy,13,Forward
1509,Mason Wilson,13,Midfielder
1510,Mason Scott,13,Midfielder
1511,Aiden Walsh,13,Midfielder
1512,Cooper Anderson,13,Defender
1513,Logan Scott,13,Forward
1514,William Smith,13,Defender
1515,Ethan Walsh,13,Forward
1516,Ethan Wilson,13,Midfielder
1517,Mason Kelly,13,Defender
1518,Charlie Walker,13,Ruck
1519,Noah Taylor,13,Defender
1520,Aiden Ryan,13,Defender
1521,Thomas Scott,14,Defender
1522,Ethan Thompson,14,Midfielder
1523,Cooper Young,14,Midfielder
1524,Ryan Green,14,Forward
1525,Jacob Ryan,14,Forward
1526,Oliver Brown,14,Ruck
1527,Jacob Walker,14,Midfielder
1528,Aiden Allen,14,Midfielder
1529,Liam Hall,14,Forward
1530,Mason Clark,14,Forward
1531,Samuel Brown,14,Midfielder
1532,William Ryan,14,Midfielder
1533,James Wilson,14,Defender
1534,Finn Martin,14,Defender
1535,Samuel King,14,Midfielder
1536,Henry Scott,14,Midfielder
1537,Ethan Thompson,14,Forward
1538,Oscar Green,14,Midfielder
1539,Liam Wilson,14,Ruck
1540,Jacob Allen,14,Defender
1541,Ryan Wilson,14,Ruck
1542,Jacob Clark,14,Defender
1543,William Wilson,14,Defender
1544,Thomas Kelly,14,Defender
1545,Ryan Brown,14,Forward
1546,Ryan Smith,14,Midfielder
1547,Finn King,14,Forward
1548,Lucas Brown,14,Midfielder
1549,Aiden Ryan,14,Forward
1550,Logan Smith,14,Defender
1551,Charlie Thompson,14,Midfielder
1552,Henry Kelly,14,Defender
1553,Mason White,14,Midfielder
1554,Liam Hall,14,Forward
1555,Ethan Thompson,14,Forward
1556,Henry White,14,Ruck
1557,James Kelly,14,Defender
1558,William Allen,14,Forward
1559,William Ryan,14,Forward
1560,William Walker,14,Midfielder
1561,Thomas Scott,15,Defender
1562,Thomas Allen,15,Forward
1563,Lucas Anderson,15,Ruck
1564,Cooper Allen,15,Forward
1565,Ryan Martin,15,Defender
1566,Aiden Murphy,15,Defender
1567,Samuel Murphy,15,Midfielder
1568,Oscar King,15,Midfielder
1569,Henry Walker,15,Defender
1570,Oscar Ryan,15,Defender
1571,Jacob Walker,15,Forward
1572,Oliver Young,15,Midfielder
